,max,min,mean,median,std,var,pixels,25_percent,50_percent,75_percent
Farm boundary,0.8908531898539584,0.15559599636032756,0.562305902042194,0.56392068302842,0.1121065119837705,0.01256787002916728,2284,0.47747774103706875,0.56392068302842,0.6472443520931696
Paddock 1,0.7710196779964222,0.4686623012160898,0.6722621858038311,0.6817913965822039,0.06494947017364898,0.004218433675837718,45,0.6507000736919676,0.6817913965822039,0.7063291139240506
Paddock 2,0.7801556420233463,0.5428787306384586,0.6727249479681807,0.6780388305316492,0.05577629508042905,0.003110995092899094,78,0.6314284240305157,0.6780388305316492,0.7168759885367716
Paddock 3,0.8084696823869105,0.5274157855913449,0.719939006679572,0.7347407067462138,0.0635679402004212,0.0040408830213243254,43,0.6865689161072508,0.7347407067462138,0.7615583249000935
Paddock 4,0.7592778335005015,0.6011220196353436,0.6860524485338084,0.6889483065953654,0.0358851088975309,0.0012877410405876515,69,0.6662953887280018,0.6889483065953654,0.7101308773630635
Paddock 5,0.8097514340344169,0.5395492708793637,0.6340175474033832,0.6260683760683761,0.06370747469684869,0.004058642332249616,63,0.5924690884409951,0.6260683760683761,0.6686995988464634
Paddock 6,0.6802610114192496,0.5175131348511384,0.5932369267122173,0.5923834923584843,0.038869773147547866,0.0015108592645418333,68,0.5704063744743032,0.5923834923584843,0.6186938880463357
Paddock 7,0.7482211275314724,0.5375319544503835,0.625724582264838,0.611911623439001,0.04957855990628412,0.0024580336023810032,63,0.592978284994156,0.611911623439001,0.6692816867639537
Paddock 8,0.5666245259165613,0.4675511970002884,0.5148251512126721,0.5135135135135135,0.025903499626707453,0.0006709912929108332,61,0.49303370786516854,0.5135135135135135,0.5307071201370198
Paddock 9,0.7480225988700565,0.5446020678047607,0.6354391259448704,0.6362702230048394,0.03971287975660258,0.0015771128185623749,54,0.6009563821396817,0.6362702230048394,0.6564354958985831
Paddock 10,0.7582311944244172,0.5152849107361213,0.6317485052950216,0.6171401956217979,0.05888870165736673,0.003467879182890347,59,0.591137215847562,0.6171401956217979,0.6819867005992939
Paddock 11,0.7221526908635795,0.528674251218946,0.6243437698921728,0.6227792650279873,0.041989537979672024,0.0017631212997463192,51,0.5943852115821997,0.6227792650279873,0.6427870461236507
Paddock 12,0.7366402454615187,0.5387488328664799,0.6233780071544169,0.61228612566004,0.049226350364657154,0.0024232335702239816,54,0.5908103651966193,0.61228612566004,0.6543295360161425
Paddock 13,0.7756957839625241,0.5545562130177515,0.7003279528861628,0.7154746423927179,0.052528661594369266,0.0027592602888957644,41,0.6784506609283738,0.7154746423927179,0.7397408207343412
Paddock 14,0.7322925701069674,0.5329821921244043,0.6241269593566815,0.6140164587204672,0.04784381273921608,0.0022890304174251748,49,0.5948803561491375,0.6140164587204672,0.6582995951417004
Paddock 15,0.8081096516276414,0.552895186904471,0.7017943855191076,0.7222051124114567,0.059855005550619116,0.0035826216894646453,39,0.6602798229483366,0.7222051124114567,0.7427922896065364
Paddock 16,0.6746750689247736,0.40821018062397374,0.4808250964559706,0.4767596281540505,0.04642875791712049,0.0021556295617265785,45,0.44849959448499593,0.4767596281540505,0.5032483758120939
Paddock 17,0.7731829573934837,0.5478260869565217,0.6683421237302237,0.6695067173328042,0.062383403991608063,0.0038916890935801808,34,0.6317321688500728,0.6695067173328042,0.7157243535180994
Paddock 18,0.7481481481481481,0.4165834165834166,0.5785599980291156,0.5837965957483753,0.0737297359196842,0.00543607395878637,68,0.5232878190943926,0.5837965957483753,0.6245423793835083
Paddock 19,0.788488800680465,0.4537205081669691,0.5639964426860685,0.5334513274336283,0.08428078428678595,0.007103250599995746,43,0.5001370531698668,0.5334513274336283,0.6137004397873963
Paddock 20,0.7903626428216592,0.4936936936936937,0.6479724540068258,0.6230844441109025,0.09033037388597931,0.008159576446380813,28,0.5734755195632407,0.6230844441109025,0.7357963394425686
Paddock 21,0.7652927277500656,0.4849044978434997,0.6753456742384059,0.713971397139714,0.08339089574263835,0.006954041492759577,21,0.6194805194805195,0.713971397139714,0.7378872120730738
Paddock 22,0.7170998632010944,0.42452830188679247,0.5319073840495809,0.5004578754578755,0.06786068077470145,0.004605071995205935,52,0.48479493840298105,0.5004578754578755,0.5730240084173899
Paddock 23,0.7802746566791511,0.29449838187702265,0.5573860295367381,0.5480627901537263,0.06917329617623705,0.00478494490388541,76,0.5157413338876704,0.5480627901537263,0.5846938775510204
East 18 North third,0.6022466173091652,0.34326967862133206,0.4763517503299159,0.4783870031911807,0.037419821517917874,0.0014002430424328296,115,0.45957224830464266,0.4783870031911807,0.4933190501696126
East 18 South third,0.5487364620938628,0.33669185558354325,0.4256006809218909,0.42594484167517876,0.040565101888316184,0.0016455274912094734,91,0.3978390842506324,0.42594484167517876,0.4494603761948813
East 18 Middle third,0.5819774718397998,0.2994678277697146,0.4083756944757446,0.40548938373899535,0.055703703050830854,0.0031029025335751427,159,0.3664925688433992,0.40548938373899535,0.4451182810081593
votm farm padded,0.9174311926605505,-0.6153846153846154,0.3366846295272691,0.2518363064008394,0.1826324111685145,0.03335459760922534,52547,0.19610674339776635,0.2518363064008394,0.45406879765185953
