,max,min,mean,median,std,var,pixels,25_percent,50_percent,75_percent
Farm boundary,2.366708280021934,1.4029631604459525,1.8633028896945858,1.8621446361383622,0.16011472235504998,0.025636724314834745,568,1.7535822905043283,1.8621446361383622,1.9842303533484216
Paddock 1,2.11684165232358,1.7178123612771043,1.8644087522660038,1.7606409121851598,0.14858664923975487,0.022077992332297944,13,1.7352767732962449,1.7606409121851598,1.9840473622113601
Paddock 2,2.2126428316052915,1.7352767732962449,1.9523196052471974,1.9448561854381399,0.13381567546010142,0.017906634998843193,22,1.8540371111876863,1.9448561854381399,2.0365766717490907
Paddock 3,1.9759828296703297,1.8661580726965343,1.9049571355663537,1.8855125660316954,0.03724026458032197,0.001386837306012383,11,1.8769602897201296,1.8855125660316954,1.9318255490184277
Paddock 4,2.1974938753772415,1.6838876070617024,1.8616572867142192,1.8226206420434934,0.1518507614637751,0.023058653757128327,19,1.7482259978806076,1.8226206420434934,1.889472276536605
Paddock 5,1.9812207400349375,1.7938552717747218,1.8944121481300067,1.8896524253132025,0.058843206155793006,0.003462522910693156,15,1.8584969925349737,1.8896524253132025,1.9465858320030773
Paddock 6,2.0955058295964126,1.7619621993127148,1.8720022538167207,1.8606489220904026,0.08151684430722912,0.006644995905809034,18,1.8328186996566196,1.8606489220904026,1.8794215062352988
Paddock 7,1.9591741751269034,1.6906357943309163,1.844921478321512,1.8550257255376903,0.0655932177511229,0.004302470214946223,14,1.8109370663224142,1.8550257255376903,1.8946839872804209
Paddock 8,2.1063751559436823,1.7260592885375496,1.850859099698145,1.8036998523480432,0.11146714421165738,0.012424924238702421,16,1.7609803058561513,1.8036998523480432,1.9171961121275702
Paddock 9,1.9084208072037303,1.754319929226315,1.805066837110881,1.7923133268796385,0.04465020560584027,0.00199364086064381,15,1.766560994814839,1.7923133268796385,1.8212314664940108
Paddock 10,2.034164994811484,1.722806611570248,1.9305138162069246,1.9499553971149062,0.09217431923585423,0.008496105126593167,15,1.9077332765940305,1.9499553971149062,1.9976074041430145
Paddock 11,1.846859400193486,1.629959020254357,1.7537273026959421,1.7432018163847722,0.05574765460905871,0.0031078009944109047,14,1.7164602080610396,1.7432018163847722,1.795488416988417
Paddock 12,2.0059421661409047,1.6800037624734174,1.8235604791151965,1.8130797962648555,0.08696601048824878,0.007563086980242198,15,1.7735492227979275,1.8130797962648555,1.843891879454319
Paddock 13,1.7376890059039412,1.5280468111844172,1.6054607812719472,1.616843720038351,0.060056638324557904,0.003606799806846757,11,1.5584582143054266,1.616843720038351,1.6333535876903753
Paddock 14,2.0271206268221578,1.67348031496063,1.8007624622931706,1.7703384096205281,0.10467396361020082,0.010956638657869644,12,1.7404577232268865,1.7703384096205281,1.8388813076394255
Paddock 15,1.6592749371332773,1.416747907123677,1.5166529953114931,1.4934880258472636,0.07327332060012427,0.0053689795117685965,12,1.4662099151369072,1.4934880258472636,1.578828884768639
Paddock 16,1.785781670263988,1.6333995983935743,1.7163326076218037,1.7111148595422616,0.04621291709017558,0.0021356337059834423,10,1.6888917576709161,1.7111148595422616,1.7519190544904832
Paddock 17,1.84163044179297,1.6468560959360428,1.7172064407100482,1.7068953095307162,0.05611934542545293,0.003149380930981305,8,1.6873995188785398,1.7068953095307162,1.7277878972786824
Paddock 18,2.150110480640855,1.6029035702369037,1.9166607195049437,1.9698660466634037,0.13898694831067915,0.019317371800715397,19,1.8053265306122448,1.9698660466634037,2.006919670408217
Paddock 19,2.2082133550488603,1.8290953870211102,2.0064142338745916,2.0295517457335217,0.1324507127790488,0.017543191315678077,11,1.8679177842491392,2.0295517457335217,2.12796928050855
Paddock 20,1.9778519134775376,1.7354196072169887,1.8699086469262987,1.8582731970988746,0.0771004272045198,0.005944475875119458,6,1.849095227717144,1.8582731970988746,1.922266845831431
Paddock 21,2.010772579597141,1.897827431501362,1.9572695803322546,1.9632087298982606,0.046300516503741944,0.00214373782851328,3,1.9305180806998112,1.9632087298982606,1.986990654747701
Paddock 22,1.84296713063894,1.5916252056597564,1.6876500621345392,1.6921486195976434,0.061691624666949205,0.003805856554047736,12,1.6451163557733979,1.6921486195976434,1.718560611086791
Paddock 23,1.9453846153846157,1.4029631604459525,1.6886478383502959,1.6834599733155435,0.14093137171764908,0.01986165153421818,17,1.5985296509657743,1.6834599733155435,1.7437769667477696
East 18 North third,2.1870176991150445,1.7702727272727272,1.9769115848004024,1.958082907094145,0.1060624495649022,0.011249243207707423,28,1.9221182245099089,1.958082907094145,2.036955346713891
East 18 South third,2.1738556467097228,1.9481088746569075,2.027641391990044,2.0123983031152877,0.058820696669302855,0.003459874356662136,22,1.9908236331510258,2.0123983031152877,2.0466419967394396
East 18 Middle third,2.2059030806507445,1.7279155398785029,1.9630819119116196,2.0010879161990274,0.1212270865527737,0.014696006514073686,41,1.8631557743957028,2.0010879161990274,2.0414508196721313
votm farm padded,3.432897303727201,0.7710483383685801,2.026513110140914,2.025067590976506,0.5024067512429845,0.2524125436945301,13160,1.6718625730994152,2.025067590976506,2.4142805183690936
