,max,min,mean,median,std,var,pixels,25_percent,50_percent,75_percent
Farm boundary,0.7086128988087087,0.07693566868554591,0.4050880382231729,0.4028907405328911,0.13307147711618866,0.017708018021884323,2284,0.29294045188086126,0.4028907405328911,0.513723723381177
Paddock 1,0.6974775397373877,0.2882458075065597,0.5456339458639496,0.5771411419423691,0.10173349336517105,0.010349703672281304,45,0.4784602607157044,0.5771411419423691,0.6097269216309512
Paddock 2,0.6564066097792227,0.319893899204244,0.5091395880504845,0.5306002050293974,0.10400221777537388,0.010816461302196295,78,0.42196294777649385,0.5306002050293974,0.6070143918551496
Paddock 3,0.7024721144095947,0.4077206679679029,0.6011862056221152,0.6102657872396003,0.06828102501554331,0.0046622983771732514,43,0.5783742561869252,0.6102657872396003,0.6538323861951911
Paddock 4,0.6632913981794006,0.380205984062547,0.5671510370790619,0.58456767723419,0.06311111336144194,0.003983012629720776,69,0.5407139721030767,0.58456767723419,0.613771944775865
Paddock 5,0.7086128988087087,0.33272544568089624,0.5166106692691035,0.5029576389772293,0.06590337188884479,0.004343254426319379,63,0.4719852758999044,0.5029576389772293,0.5469076473046385
Paddock 6,0.5448307560983618,0.3422094278517452,0.4802921935982847,0.49314408983592384,0.04454123876114022,0.0019839219503768996,68,0.44583676834295133,0.49314408983592384,0.510854995002417
Paddock 7,0.6243866120680902,0.3553281068524971,0.5279370360675432,0.525650409208863,0.048149025880718524,0.0023183286932621024,63,0.4983281689541803,0.525650409208863,0.5626479273367488
Paddock 8,0.4746381758601857,0.3147803937766763,0.37784827315017,0.3744832227670416,0.0298973386634694,0.0008938508591581822,61,0.3564645231311898,0.3744832227670416,0.39306568139082243
Paddock 9,0.6029614325068872,0.4424736641705801,0.5290415825539297,0.5361181107449764,0.0336239104591359,0.0011305673545639887,54,0.5102556415192695,0.5361181107449764,0.549768947151226
Paddock 10,0.6707960385256782,0.29886363636363633,0.5240270978346714,0.5037122587031843,0.07654966292530152,0.005859850893977283,59,0.4870414487142981,0.5037122587031843,0.578516080928151
Paddock 11,0.6347802876113576,0.46192779575231446,0.5328571248556243,0.5280564964529941,0.04079121537534057,0.0016639232517974211,51,0.509933346275804,0.5280564964529941,0.5568990495749288
Paddock 12,0.5987589788554277,0.42522453526422055,0.508698552509294,0.5007917656373713,0.042784453583382585,0.001830509468428619,54,0.47768149988117686,0.5007917656373713,0.5341764428215721
Paddock 13,0.6168662155127538,0.4008053390999589,0.5609695252087052,0.5707825133616554,0.04319071079120808,0.0018654374986497777,41,0.548649735307914,0.5707825133616554,0.5957744555942385
Paddock 14,0.5608052588331964,0.3994154057771664,0.4932275668493414,0.5002361992171683,0.04203826977408362,0.0017672161255986322,49,0.468739596511086,0.5002361992171683,0.5244014890201838
Paddock 15,0.6718733836764249,0.4027596173697611,0.5678196845425995,0.5708614257845921,0.06212907846089984,0.003860022390400649,39,0.5324537336965305,0.5708614257845921,0.6063373399404367
Paddock 16,0.43049861129480227,0.27486309839251016,0.34039561259447265,0.3316205907385808,0.03900581828135523,0.0015214538597981056,45,0.31263569257490237,0.3316205907385808,0.36644165863066536
Paddock 17,0.6086380403251801,0.25863827356912666,0.4718301092372311,0.4829016949599771,0.08094083956519703,0.0065514195095189645,34,0.4400483099053537,0.4829016949599771,0.5255851634552143
Paddock 18,0.5592965364088971,0.19228470091260513,0.34944903392468907,0.3279198998656065,0.09758892466959732,0.009523598218168339,68,0.2699413225118446,0.3279198998656065,0.42368277750868455
Paddock 19,0.6284638340201791,0.22766603853401532,0.3708883521575452,0.32492479431698745,0.11814819289541545,0.013958995484452298,43,0.27085900561018383,0.32492479431698745,0.49300324784045957
Paddock 20,0.6653378239054232,0.23651201450808526,0.45199075348036033,0.3956401479508542,0.1480842880479414,0.021928956366665687,28,0.31122239587199835,0.3956401479508542,0.6020209861167376
Paddock 21,0.6683395772955397,0.3047887323943662,0.5376191917787958,0.5884131161533538,0.10364352067251464,0.01074197937739397,21,0.5022243848185737,0.5884131161533538,0.5992523364485982
Paddock 22,0.5647776809067132,0.33126621527558053,0.4367699357231931,0.42419817414938865,0.06124327118202322,0.0037507382650748358,52,0.3865842472774267,0.42419817414938865,0.47429518156262346
Paddock 23,0.6022418595055531,0.20576596947427925,0.43885057863864413,0.4377038897868338,0.057823819975181164,0.0033435941565221603,76,0.4151605971883857,0.4377038897868338,0.48143905436458895
East 18 North third,0.40138549307253474,0.2315339835185605,0.3079619571381715,0.30871811968661445,0.030212511082090724,0.0009127958258854547,115,0.2931018332518896,0.30871811968661445,0.32279589413848864
East 18 South third,0.4210923045295689,0.2320623916811092,0.3084696459955785,0.30217127192299303,0.037170200309205356,0.0013816237910264499,91,0.28394474161230554,0.30217127192299303,0.33015076770861745
East 18 Middle third,0.40628814621754483,0.19667763673405428,0.2756048908497393,0.27604305075737445,0.035188241411573395,0.0012382123336391688,159,0.24989631621734276,0.27604305075737445,0.30041233064991163
votm farm padded,0.8656746031746031,-0.036660886797126584,0.21231461278241756,0.15253565768621238,0.13831732858855897,0.01913168338787539,52547,0.12068291204165837,0.15253565768621238,0.2495193664163625
