,max,min,mean,median,std,var,pixels,25_percent,50_percent,75_percent
Farm boundary,-0.5480505193775813,-0.6094056615186096,-0.5815176650415909,-0.5821325417221805,0.009941339171669566,9.883022452617173e-05,568,-0.5880848285805832,-0.5821325417221805,-0.5752158517232587
Paddock 1,-0.5691693079237714,-0.5939773483542478,-0.5852347621846022,-0.5863992072706891,0.0061130044370103845,3.7368823246908644e-05,13,-0.5867184485450107,-0.5863992072706891,-0.5835937361797934
Paddock 2,-0.5665025168123062,-0.600958375025015,-0.5802786061464474,-0.5809837802179989,0.008842350709712324,7.818716607355004e-05,22,-0.5856875692833062,-0.5809837802179989,-0.5721041959957817
Paddock 3,-0.5758450681571434,-0.602583868751768,-0.5880390247817114,-0.5869945331028661,0.007689503347046839,5.912846172424454e-05,11,-0.5928990616166654,-0.5869945331028661,-0.5824115186695394
Paddock 4,-0.5645973682099014,-0.5992799919077484,-0.5838701056163383,-0.585234243697479,0.008891644426296447,7.906134060368867e-05,19,-0.5876765862869078,-0.585234243697479,-0.5780868755818315
Paddock 5,-0.5771732480983979,-0.5949171501602629,-0.587680061392832,-0.5871502866833562,0.0055995466652847955,3.135492285670207e-05,15,-0.5937015339769681,-0.5871502866833562,-0.585019502469056
Paddock 6,-0.5738463251670379,-0.5954729515847572,-0.5864701198538927,-0.5870020063163292,0.006230198520982288,3.8815373610849886e-05,18,-0.5906633700420407,-0.5870020063163292,-0.5830760032428051
Paddock 7,-0.569689837398374,-0.5854682732878936,-0.5764317610345281,-0.5754011628326068,0.004825051974818808,2.328112655970288e-05,14,-0.5802464162748879,-0.5754011628326068,-0.5721253302979796
Paddock 8,-0.5654663314117503,-0.604366348690887,-0.5761795214359193,-0.5742418130211566,0.008538659857691765,7.290871216535676e-05,16,-0.5765475970366668,-0.5742418130211566,-0.5717944686805498
Paddock 9,-0.5647282975865858,-0.5825879828326181,-0.5750857444338473,-0.5761112564909843,0.005696903219530628,3.245470629269843e-05,15,-0.5793384874233796,-0.5761112564909843,-0.57116136653098
Paddock 10,-0.5493829312623927,-0.5779484978540773,-0.566821652976216,-0.5687091685836346,0.00774808283428699,6.003278760697272e-05,15,-0.5723010552451894,-0.5687091685836346,-0.5612161533915824
Paddock 11,-0.5544205953802447,-0.5825188671523287,-0.5705445651996902,-0.5726046364077162,0.008430752421970538,7.107758640056208e-05,14,-0.5782841831017026,-0.5726046364077162,-0.5622349853392317
Paddock 12,-0.5641926902038787,-0.5822812304091612,-0.5739230809530652,-0.5727917952138748,0.005001706110506465,2.5017064015877707e-05,15,-0.5776452955435204,-0.5727917952138748,-0.5708666192376035
Paddock 13,-0.5567976782752903,-0.5873814355818016,-0.5712669992579383,-0.5733541744664921,0.00967766901083723,9.365727748331926e-05,11,-0.5779920942681009,-0.5733541744664921,-0.563550736732191
Paddock 14,-0.5658210162635882,-0.5881786119635126,-0.5798987494274523,-0.5815258990987956,0.006933463780778405,4.8072919999365986e-05,12,-0.5849322664581289,-0.5815258990987956,-0.5777637694345417
Paddock 15,-0.5623132206471877,-0.5888812487247501,-0.5791021776018027,-0.5787441845258097,0.008045381820920159,6.472816864439257e-05,12,-0.5865607059844631,-0.5787441845258097,-0.5749814492205386
Paddock 16,-0.5705242607417089,-0.5967312469357738,-0.5809154099870739,-0.5807213826739845,0.007540345440205633,5.685680935762988e-05,10,-0.5846257523402676,-0.5807213826739845,-0.5754165958329196
Paddock 17,-0.5732656091112468,-0.5908082682291667,-0.5828965099951591,-0.5844494404883012,0.005646013573081379,3.187746926741917e-05,8,-0.5857307283603097,-0.5844494404883012,-0.5792400116472759
Paddock 18,-0.5749457926508124,-0.5942256628212913,-0.5875088033562742,-0.5897032806211635,0.004720630826558172,2.2284355400651283e-05,19,-0.5905998739216816,-0.5897032806211635,-0.5840617538079197
Paddock 19,-0.5760201630897805,-0.5955903945666235,-0.5843347320302358,-0.5852073708483353,0.007034279060575351,4.9481081902048846e-05,11,-0.5889865930857168,-0.5852073708483353,-0.5774806124207927
Paddock 20,-0.5712824421324301,-0.5959661878631375,-0.5859837646957772,-0.5865309995261447,0.0085905808923122,7.379808006735947e-05,6,-0.5935873504727336,-0.5865309995261447,-0.5813721186354434
Paddock 21,-0.579880839430731,-0.5915519490979382,-0.5861524138510408,-0.587024453024453,0.0048044451261977875,2.3082692970645676e-05,3,-0.5892882010611956,-0.587024453024453,-0.583452646227592
Paddock 22,-0.576987613608944,-0.5880848285805832,-0.5831616241922387,-0.5827109455339925,0.003811707698061384,1.4529115575460414e-05,12,-0.5867496041229608,-0.5827109455339925,-0.5806588387978827
Paddock 23,-0.5753945251530797,-0.5989919955174898,-0.5902701934743804,-0.5916653008757131,0.006498170908523477,4.222622515638083e-05,17,-0.5937747783883519,-0.5916653008757131,-0.5890864172834568
East 18 North third,-0.5670766076115485,-0.6030280281920997,-0.5855559536760983,-0.5849897350843676,0.008363758752964833,6.995246047779588e-05,28,-0.5924212699199076,-0.5849897350843676,-0.5802975379365258
East 18 South third,-0.5480505193775813,-0.5955514592933948,-0.5736222599641304,-0.5720819203152121,0.011206054352153702,0.00012557565414342292,22,-0.581063301331764,-0.5720819203152121,-0.5668093374502186
East 18 Middle third,-0.5595961538461539,-0.605524442626304,-0.5821969687473163,-0.5819897767577719,0.01139328950933053,0.0001298070458434211,41,-0.590299250113933,-0.5819897767577719,-0.575137765451008
votm farm padded,-0.5325041797999178,-0.6635381763685123,-0.5831648791821324,-0.5821427206388983,0.016728564560784986,0.00027984487226435136,13160,-0.5940376246849244,-0.5821427206388983,-0.5713309576023392
