,max,min,mean,median,std,var,pixels,25_percent,50_percent,75_percent
Farm boundary,3.826930528999363,1.4648704965920154,3.207286243648553,3.2746004541926887,0.30055907582176467,0.09033575805883329,568,3.0475763422626554,3.2746004541926887,3.428469604330748
Paddock 1,3.484148681055156,3.1689646373317264,3.2880610084499113,3.2592354193273736,0.10719723073101305,0.011491246276398047,13,3.205174506548608,3.2592354193273736,3.3156389296187685
Paddock 2,3.51573137973138,2.9830181063749532,3.243890840335452,3.1863013725088147,0.1494317518838171,0.022329848471066675,22,3.124001146500008,3.1863013725088147,3.3811774708642544
Paddock 3,3.5597939698492462,3.2691745142002997,3.3693276266120704,3.3407315047324713,0.07749661435529914,0.0060057252365339564,11,3.318580537145428,3.3407315047324713,3.4030135142598636
Paddock 4,3.724039675101531,3.128596942580164,3.3026063816330975,3.2868881636973017,0.13562049458370765,0.018392918551129477,19,3.2179050715882402,3.2868881636973017,3.3555344325376426
Paddock 5,3.558030835543767,2.8718607198748045,3.414139779347695,3.4599843750000003,0.16779440595322684,0.02815496266919629,15,3.375415844602694,3.4599843750000003,3.5232823927129093
Paddock 6,3.4928915953478166,3.019453154875717,3.2799062810830253,3.2748103980988175,0.09964736727268253,0.009929597804376881,18,3.250888457015108,3.2748103980988175,3.3067294847182223
Paddock 7,3.5780586264656615,3.3852624977919095,3.49909062808609,3.531580214210897,0.07127407546244903,0.005079993833026879,14,3.4285952454780366,3.531580214210897,3.5613453531643797
Paddock 8,3.416089970009997,2.994551752921536,3.190389981676803,3.18487598586686,0.134121302614615,0.01798852381504113,16,3.0532640949748013,3.18487598586686,3.2740376055633447
Paddock 9,3.5012412425644417,3.3260411972423074,3.444793596277978,3.446876024590164,0.04205899847490462,0.0017689593527120294,15,3.433751675072607,3.446876024590164,3.465041557509548
Paddock 10,3.557104868913858,3.230618800888231,3.4209520766354955,3.4383457549657233,0.09039964687082731,0.008172096154370277,15,3.3704463058619143,3.4383457549657233,3.4906677259832968
Paddock 11,3.4694406319007984,3.3571526425591105,3.4235653673182087,3.425900976231473,0.030041381700128992,0.000902484614452845,14,3.406204302718861,3.425900976231473,3.4426097878475885
Paddock 12,3.55766001330672,3.366273923870509,3.447227000749994,3.438185947480483,0.06366996045556908,0.004053863864413731,15,3.388718904902193,3.438185947480483,3.489074591521857
Paddock 13,3.5275078859327706,3.397464509571405,3.4580532517589764,3.4479191334546058,0.03336010743981124,0.0011128967683957495,11,3.4385564774506125,3.4479191334546058,3.478735294117647
Paddock 14,3.612517423908249,3.3739184849013792,3.4621397939914,3.448136470377377,0.07289677342108448,0.005313939575204929,12,3.414494414881335,3.448136470377377,3.503018211066755
Paddock 15,3.4323391247336508,2.9160928437304405,3.194715733053385,3.194110241201096,0.1202877488604087,0.014469142525904756,12,3.1606079857064735,3.194110241201096,3.2503235401816233
Paddock 16,3.2343770223223434,2.6983983364140487,3.0439045145713584,3.0876974397689145,0.14702033220283808,0.02161497808103287,10,2.96552709514102,3.0876974397689145,3.1374432235607403
Paddock 17,3.2861220930232564,2.7195988672740703,2.8900634934908354,2.787135223555071,0.21950315948714658,0.048181637024839706,8,2.7354141810169725,2.787135223555071,2.935517378787879
Paddock 18,3.745760728619945,2.710478435305918,3.245398750529316,3.312318977119785,0.2792261745655409,0.07796725656250592,19,3.0453321339706845,3.312318977119785,3.4920217666724684
Paddock 19,3.826930528999363,2.5931196581196585,3.1583062018162384,3.2795735263268306,0.38066119399326637,0.14490294461237915,11,2.8025732930385647,3.2795735263268306,3.4129641340812205
Paddock 20,3.119774763791527,2.5215171591992376,2.888568111320548,2.9277442062895593,0.19591376847849595,0.03838220467944572,6,2.812251869469921,2.9277442062895593,3.0275914829399113
Paddock 21,3.0881046658259774,2.795414098972923,2.956212864352691,2.9851198282591724,0.1212261011578738,0.014695767601939053,3,2.890266963616048,2.9851198282591724,3.0366122470425747
Paddock 22,3.265547368421053,2.566191627358491,2.7802257703406608,2.699250888982745,0.20279588944875745,0.041126172777312654,12,2.6391452369503305,2.699250888982745,2.873101263185856
Paddock 23,3.1412961364973526,2.291783070946637,2.872880097591511,2.9884054412740544,0.24348873370724328,0.059286763442356824,17,2.758442484662577,2.9884054412740544,3.0014387291981848
East 18 North third,3.4168987449478836,3.0105460907818435,3.274662122126141,3.2945412974122656,0.09641002313918529,0.009294892561698243,28,3.232939037684725,3.2945412974122656,3.3399089055064586
East 18 South third,3.583788508359033,2.9171198858230256,3.3850970610914204,3.4569509525050535,0.17749731448623998,0.03150529664982718,22,3.319292602527182,3.4569509525050535,3.5233605237111174
East 18 Middle third,3.353512250282699,2.357174897119342,3.038967053347568,3.057565368141954,0.16871496639218145,0.028464739884714915,41,2.9384043771732467,3.057565368141954,3.1623286841622322
votm farm padded,3.922770619145534,-0.8534462540716613,2.5469183054153235,2.57535168624585,0.6438142418253436,0.414496777977142,13128,2.1088054807323324,2.57535168624585,3.0641195647328203
