,max,min,mean,median,std,var,pixels,25_percent,50_percent,75_percent
Farm boundary,1.0392884849828214,0.2323287922572359,0.609195723732126,0.6151640605097036,0.09747879165372557,0.009502114822270437,2284,0.546265217246002,0.6151640605097036,0.6756267212357479
Paddock 1,0.7704003148141522,0.4478201238518765,0.6841579017973368,0.7125834127740706,0.07222195008356543,0.005216010073873016,45,0.6560458757405438,0.7125834127740706,0.7224445252819207
Paddock 2,0.8202613221911406,0.47098001902949566,0.6640328382625932,0.6608129727664633,0.08710808561611345,0.0075878185797041515,78,0.5907505459556941,0.6608129727664633,0.7327215134095549
Paddock 3,0.7943512797881731,0.4965149298683418,0.7195128860589315,0.7419470937556235,0.07068672974108307,0.004996613761488919,43,0.7258351716490654,0.7419470937556235,0.7547492701408567
Paddock 4,0.7950055907566158,0.5502949394597951,0.7276785615839836,0.7428652866355506,0.051195945992326915,0.0026210248860492544,69,0.70578231292517,0.7428652866355506,0.7652635019794428
Paddock 5,0.7268470529363407,0.5055081024986031,0.5803423333246658,0.5708439175839684,0.04099985416009909,0.0016809880411493947,63,0.5530259572637315,0.5708439175839684,0.6043822056103866
Paddock 6,1.0392884849828214,0.5809359180145697,0.7083612971036638,0.6894604954611394,0.08371395129947787,0.007008025642171353,68,0.6669809723557104,0.6894604954611394,0.7197566978064321
Paddock 7,0.7132166910166411,0.5307292599892492,0.5884065304428042,0.5812410131622607,0.03439101055686681,0.0011827416071225243,63,0.5666445446703277,0.5812410131622607,0.6061510898775753
Paddock 8,0.80411407199626,0.47198023664022887,0.6121855821796314,0.6182424193155027,0.07031731976515125,0.004944525458954531,61,0.5735840883658809,0.6182424193155027,0.6612700524876173
Paddock 9,0.6495162708883024,0.4639573372563443,0.5246990531003205,0.5130360072015911,0.040139022889752594,0.0016111411585440828,54,0.49894843383242954,0.5130360072015911,0.5433907213258594
Paddock 10,0.7432312864979651,0.46913855175741387,0.5893055467502221,0.5779153766769866,0.06926642019504609,0.004797836966636688,59,0.5369250019701888,0.5779153766769866,0.6287005531045156
Paddock 11,0.5761653988687341,0.4412102516982247,0.5063911309837666,0.5036187113857016,0.03166110768768432,0.0010024257400111432,51,0.4846845522103619,0.5036187113857016,0.5331115927946781
Paddock 12,0.7788981088382863,0.4361114558768773,0.5650689455791891,0.5662654496791444,0.061530817086556056,0.003786041451339219,54,0.5290598484808741,0.5662654496791444,0.5958062183658713
Paddock 13,0.7268088208492801,0.5260629781177727,0.6449256402937716,0.6569599644786501,0.048545593093482456,0.0023566746087979712,41,0.6248612652608213,0.6569599644786501,0.6722353368440168
Paddock 14,0.7248990190421234,0.5527628475310312,0.6453787000772311,0.6482436114588703,0.03597748448640862,0.0012943793899697726,49,0.6181544849309184,0.6482436114588703,0.6667393754317082
Paddock 15,0.7261658875964778,0.5307945963195404,0.6584479871904341,0.6642862456296957,0.04682365964168096,0.002192455102239983,39,0.6446271442356861,0.6642862456296957,0.6899227649379494
Paddock 16,0.7308512202293442,0.5125177137458669,0.6446827380189497,0.6526011346360636,0.05818006720350797,0.003384920219804704,45,0.5979449059903804,0.6526011346360636,0.6974113632992138
Paddock 17,0.7455608642943736,0.5168367945559076,0.6368813367651046,0.6383138878434325,0.04579556298203473,0.00209723358884151,34,0.6178361660951137,0.6383138878434325,0.6541333534469754
Paddock 18,0.8156274993914524,0.4450883922615076,0.618982780903751,0.6152351192744455,0.07871572092361821,0.006196164720524947,68,0.560998513775271,0.6152351192744455,0.6604401701498058
Paddock 19,0.8465978958874164,0.5048468556533072,0.6767347291308571,0.6403744835689648,0.10540908669519149,0.011111075557914395,43,0.5909595419921723,0.6403744835689648,0.7879931539764786
Paddock 20,0.7470079907437538,0.35877983246404294,0.6033971806339846,0.6110044365148419,0.09016171186253778,0.008129134285983285,28,0.5588654637460915,0.6110044365148419,0.6730672929218265
Paddock 21,0.7974430397828726,0.4649431230610135,0.7027275770794317,0.7392104503464203,0.09276416500143066,0.008605190308412652,21,0.6682898466458318,0.7392104503464203,0.7702115432963401
Paddock 22,0.7330380868024801,0.46969979489091934,0.6283334642265554,0.6290142416920137,0.07089342351109008,0.005025877497122779,52,0.5915742068151734,0.6290142416920137,0.6791755713650044
Paddock 23,0.728309615452523,0.270133164235891,0.6002879725833696,0.6285614104146005,0.08915735083107221,0.007949033207214892,76,0.5748391640307225,0.6285614104146005,0.655083139174673
East 18 North third,0.7236725270822234,0.3341197696204289,0.5293491259575039,0.5261134251842359,0.08647865734569067,0.0074785581763133786,115,0.46310853034045785,0.5261134251842359,0.5869016223562127
East 18 South third,0.7598894087622289,0.4868201897313346,0.6535403822114615,0.6468889376325216,0.04380176888679827,0.001918594957612489,91,0.6294390608066055,0.6468889376325216,0.6765403779133548
East 18 Middle third,0.8068635562430303,0.5609663108276723,0.6746695765627967,0.6787229292252734,0.055019538505399146,0.0030271496173470995,159,0.6346335276252683,0.6787229292252734,0.7137611348194116
votm farm padded,3.4059129045145857,-0.025927013012425407,0.6000370341637465,0.6297490640868824,0.20068623110089714,0.0402749633534827,52547,0.5009107864017487,0.6297490640868824,0.7292892780129905
