,max,min,mean,median,std,var,pixels,25_percent,50_percent,75_percent
Farm boundary,0.8983050847457628,0.11505507955936352,0.5781183387415202,0.5811720150761643,0.1227208667290553,0.01506041113073055,2284,0.48258546922082934,0.5811720150761643,0.6714093550896365
Paddock 1,0.8054538054538054,0.5623145400593472,0.7160990872058963,0.7290969899665551,0.05861774629167877,0.0034360401803156205,45,0.679341783411163,0.7290969899665551,0.7661273807085808
Paddock 2,0.8173097885328101,0.5540581929555896,0.7220552316321733,0.7339454061463194,0.061754042541277754,0.0038135617701899427,78,0.683286962023267,0.7339454061463194,0.7732022150612602
Paddock 3,0.8402342116269343,0.6064485538169748,0.7476225070004783,0.7545839210155149,0.05512499206985098,0.003038764750701133,43,0.7295172677934779,0.7545839210155149,0.7785856664236486
Paddock 4,0.7960597531933319,0.6083140877598152,0.7205703766732274,0.7266300078554595,0.039785410694726804,0.0015828789041480822,69,0.6999132697311362,0.7266300078554595,0.7480812641083522
Paddock 5,0.8370400323493732,0.5412130637636081,0.650128245533164,0.6295550634185625,0.0687695482652865,0.004729250768611569,63,0.600885707815318,0.6295550634185625,0.7003527486939074
Paddock 6,0.701534170153417,0.5074566706972995,0.6103855989403262,0.6162403088425015,0.04184858552921221,0.0017513041107957896,68,0.5852040603126814,0.6162403088425015,0.6428951576516
Paddock 7,0.7703475582930048,0.5353815659068385,0.6515794878765615,0.6369741260122457,0.0514766525739021,0.002649845760214221,63,0.6183907828373496,0.6369741260122457,0.6872028824547525
Paddock 8,0.6316148080853963,0.4685087362860626,0.5275090610557734,0.5216191352345906,0.032176608626567446,0.0010353341427072945,61,0.5020116227089853,0.5216191352345906,0.5474588071478301
Paddock 9,0.765147956787224,0.5563534809495312,0.6566091557828996,0.6560703131330433,0.04347480215798607,0.0018900584226760303,54,0.6271599918682659,0.6560703131330433,0.6815854149456675
Paddock 10,0.8087812884694296,0.5308533916849015,0.6677011835134699,0.6447729672650475,0.06960251174974005,0.004844509641872703,59,0.6145874116367591,0.6447729672650475,0.7273799707851574
Paddock 11,0.7485736769624237,0.5555555555555556,0.6469889507352055,0.64265706282513,0.04511190713544461,0.0020350841653969777,51,0.622197927642438,0.64265706282513,0.6730405424176122
Paddock 12,0.7490636704119851,0.5711906744379683,0.6514954086928235,0.6450081434781307,0.04652118991284315,0.0021642211109068193,54,0.6218001166335309,0.6450081434781307,0.6801482615997221
Paddock 13,0.7846723778652466,0.5870864886408927,0.7188676577241949,0.7279929577464789,0.04206302974731698,0.0017692984715236733,41,0.692801467216873,0.7279929577464789,0.7495145631067961
Paddock 14,0.748623413933445,0.577175697865353,0.6526791495121557,0.6463695333751831,0.041902822950971266,0.0017558465712604445,49,0.6173767752715121,0.6463695333751831,0.6787852865697177
Paddock 15,0.8175198115228101,0.5683615819209039,0.7077273318982714,0.7214235210935659,0.061403844429124964,0.0037704321106761807,39,0.670370551434696,0.7214235210935659,0.751413406867629
Paddock 16,0.6053580628541989,0.4110169491525424,0.4768600911415088,0.46909920182440135,0.03879457266471978,0.001505018868238223,45,0.44396551724137934,0.46909920182440135,0.49968808484092325
Paddock 17,0.8018400566171267,0.5252692626346314,0.681696458820871,0.6818288594823011,0.07562838608964358,0.005719652782524194,34,0.6465050323828078,0.6818288594823011,0.7327946431304972
Paddock 18,0.7622650720039053,0.41346153846153844,0.5793895305287348,0.5778020158563695,0.0776790317570149,0.006034031974707329,68,0.5290812954395241,0.5778020158563695,0.6331234246005133
Paddock 19,0.7943421643466547,0.43986820428336076,0.5718639433459887,0.5408583186360965,0.09629913488140854,0.009273523378907715,43,0.49036421581913514,0.5408583186360965,0.6591021265187973
Paddock 20,0.7831715210355987,0.45626822157434405,0.6411088885156089,0.6319424710302801,0.10878744572964137,0.011834708348379668,28,0.5383698715823109,0.6319424710302801,0.7517483746266034
Paddock 21,0.8009318085556968,0.48857967970595956,0.709249439915777,0.7414512093411176,0.08556057040437105,0.007320611207921336,21,0.6742883807746151,0.7414512093411176,0.7652483756025991
Paddock 22,0.7369738339021615,0.4426106526631658,0.5484556113715017,0.5354586979107903,0.07511650423068027,0.0056424892078378065,52,0.4880013706708691,0.5354586979107903,0.5920543435499015
Paddock 23,0.7666885532939374,0.37397260273972605,0.5756690010312674,0.5756156114600752,0.06121663646533369,0.003747476580128823,76,0.5384539414329047,0.5756156114600752,0.6199509383264507
East 18 North third,0.5821481118195194,0.35050675675675674,0.47328486772579054,0.4760031471282455,0.03987222131324893,0.0015897940324527027,115,0.4473160910767403,0.4760031471282455,0.4931202056202789
East 18 South third,0.5804480651731161,0.3471764020958665,0.43793349457050684,0.43427775197398977,0.05147680461345727,0.002649861413212056,91,0.4009927813327496,0.43427775197398977,0.4666049780846572
East 18 Middle third,0.5818568391211907,0.2895040369088812,0.40852110183252555,0.41509842093878435,0.053746100831915826,0.002888643354634463,159,0.36853785997448574,0.41509842093878435,0.4467957081750185
votm farm padded,0.9340007415647015,-1.0,0.3244213598239137,0.2350061199510404,0.20201956009269514,0.040811902660046064,52547,0.1749013491243924,0.2350061199510404,0.4519154327378246
