,max,min,mean,median,std,var,pixels,25_percent,50_percent,75_percent
Farm boundary,0.8908214831355036,0.42233511279490266,0.5949618463398906,0.5926190239730837,0.05631223145793129,0.0031710674117716264,2284,0.5579052071559574,0.5926190239730837,0.6257465026100919
Paddock 1,0.6701575288216141,0.5883849088596863,0.6353876192042175,0.6365530989488943,0.019781522359912776,0.0003913086268757291,45,0.6181244364292157,0.6365530989488943,0.6509037794413001
Paddock 2,0.708029197080292,0.5501990269792127,0.6227706961299385,0.6232126813689207,0.03179779631818453,0.0010110998506927496,78,0.6021697418827792,0.6232126813689207,0.6466182016368774
Paddock 3,0.6289169388295526,0.5520080658712821,0.6014517028878139,0.6025908900961137,0.017472007688081492,0.0003052710526523788,43,0.5919114909843728,0.6025908900961137,0.6155381589280702
Paddock 4,0.6111356606274855,0.5277336159689101,0.5791143964464928,0.5810290514525729,0.01852078663032853,0.000343019537406156,69,0.5700311634349031,0.5810290514525729,0.5931830192002818
Paddock 5,0.6553650913912303,0.5302717436193939,0.5635157275010688,0.555183105673343,0.02695631552523106,0.0007266429466958131,63,0.5475388291177148,0.555183105673343,0.5697494637568447
Paddock 6,0.628590262736604,0.5152282191557116,0.5693777672103257,0.5585678629830451,0.030622335896859025,0.0009377274557800609,68,0.5439364285538073,0.5585678629830451,0.5975873918799208
Paddock 7,0.7262369123383288,0.4420581315929271,0.5512397149117098,0.5490003277613896,0.056353638168082296,0.0031757325347791417,63,0.5179595199820828,0.5490003277613896,0.5665792232159317
Paddock 8,0.8908214831355036,0.5544004073665448,0.6378737464973475,0.6050082251873515,0.0846138236954664,0.007159499160367472,61,0.5865584685809405,0.6050082251873515,0.6394863712219545
Paddock 9,0.625213383407306,0.4566089127638648,0.5608821152292375,0.5606980447863995,0.035297298984284436,0.001245899315585967,54,0.5385574662818324,0.5606980447863995,0.5912525647712705
Paddock 10,0.6248180040767086,0.4604394751145276,0.5399846760116628,0.5425117803728746,0.03190769337576358,0.001018100896561747,59,0.5196110114432213,0.5425117803728746,0.5601506463278573
Paddock 11,0.6585655269403182,0.5203136136849607,0.6017454321432479,0.6044991831092119,0.028377618246781297,0.0008052892173600548,51,0.5865447417444559,0.6044991831092119,0.6194386708659477
Paddock 12,0.5923133057650208,0.5331880400703526,0.5544571252896979,0.5529409180353722,0.012523911884075464,0.00015684836888008665,54,0.5450976726654924,0.5529409180353722,0.562296859654306
Paddock 13,0.6454141625293964,0.5365042082599335,0.5798589059008209,0.577100646352724,0.023499226169028987,0.0005522136305431768,41,0.5591121674461398,0.577100646352724,0.5972017965737907
Paddock 14,0.6487827936658002,0.5645869947275921,0.6055341745684002,0.6029886757209013,0.019911064768632584,0.0003964505002206818,49,0.5915890379189055,0.6029886757209013,0.6224899598393573
Paddock 15,0.5974123226692182,0.4921597574113234,0.5463095560223772,0.5485919612267068,0.02353769624488445,0.0005540231445164476,39,0.5296819010070187,0.5485919612267068,0.5639264253955553
Paddock 16,0.5842350626577136,0.4405624704584843,0.5230325434318969,0.5233260817017164,0.03302924249931055,0.0010909308600782622,45,0.5028645506628194,0.5233260817017164,0.5492408355003776
Paddock 17,0.6373937677053825,0.48784626479446813,0.5785571933379997,0.5714246395025322,0.03186101017155798,0.0010151239691521211,34,0.5598868796474687,0.5714246395025322,0.6024747030953129
Paddock 18,0.6135570126884101,0.4871551296877582,0.5490806334582946,0.5480540384991873,0.030007915551961823,0.0009004749957736722,68,0.529238167100343,0.5480540384991873,0.5710014652810601
Paddock 19,0.7279465592972182,0.5302665382145151,0.6200254772794342,0.613664596273292,0.04309847346544701,0.0018574784150518404,43,0.6004146512548181,0.613664596273292,0.6317422515381705
Paddock 20,0.715550048676874,0.5746294087578805,0.6164157459588734,0.6079108052207935,0.03737005843022976,0.0013965212670787861,28,0.5872714882844243,0.6079108052207935,0.6267056238486429
Paddock 21,0.6806802486187844,0.5852829272241563,0.6355154299787722,0.6375280711968726,0.029244624122885275,0.0008552480400888433,21,0.6105962437464119,0.6375280711968726,0.6608703100908002
Paddock 22,0.6807304785894207,0.5814490078449469,0.6401679751099756,0.6469760585441813,0.026334501199476147,0.0006935059534252106,52,0.6173756019261638,0.6469760585441813,0.6613597208030686
Paddock 23,0.7951643463217726,0.5769820579665694,0.6393208214891889,0.633972139883787,0.037447052383925504,0.0014022817322444608,76,0.6139927711412506,0.633972139883787,0.6631068906155089
East 18 North third,0.6939577611516243,0.5297526732511632,0.6239976518669748,0.6268597934535272,0.03825055873417097,0.001463105243476263,115,0.5940403237330252,0.6268597934535272,0.6513268452652876
East 18 South third,0.8388330583470824,0.5896953440890348,0.7018625211494621,0.7087012330312342,0.0563230955061619,0.0031722910873962346,91,0.6584979526397802,0.7087012330312342,0.7327072349208876
East 18 Middle third,0.6687657430730478,0.5537035531344012,0.6174741545977053,0.6186455281750818,0.025586998093578023,0.0006546944714407654,159,0.5990755066213119,0.6186455281750818,0.6388940950203752
votm farm padded,1.4263609953265122,0.030262273032952258,0.6522433963537857,0.6525463323469864,0.16568049552313463,0.02745002659679143,52547,0.5550658844593981,0.6525463323469864,0.7606253190216501
