,max,min,mean,median,std,var,pixels,25_percent,50_percent,75_percent
Farm boundary,1.852845149253732,0.2746349788256115,0.6883867915936193,0.6161606171496388,0.2328261640490972,0.05420802266581712,2284,0.5400668151447662,0.6161606171496388,0.7833274223453601
Paddock 1,0.7964782964782963,0.43157553022651857,0.6454205010329616,0.6564783725064189,0.0959052896840928,0.009197824589389756,45,0.5811637172241269,0.6564783725064189,0.7123694548241832
Paddock 2,1.498267898383371,0.5797240321962438,0.9510633498032371,0.8609002071885334,0.26425155104633363,0.06982888223039306,78,0.7203446443873526,0.8609002071885334,1.1775274539272367
Paddock 3,1.3646932570202115,0.6987022276721847,1.0116696397398373,0.9832165983877365,0.16513740616356964,0.02727036291443177,43,0.8932844460111284,0.9832165983877365,1.1239507350351858
Paddock 4,1.852845149253732,0.8272997032640951,1.2277470105569828,1.176514473291554,0.21040446253738612,0.04427003785564632,69,1.086169442433019,1.176514473291554,1.3690174192457303
Paddock 5,1.53303273867869,0.8442928039702232,1.2184519802975575,1.2300877763328995,0.19088560483539876,0.03643731413337602,63,1.0635679202348665,1.2300877763328995,1.390663159872252
Paddock 6,0.9758250713024575,0.5302631578947369,0.7222239084990606,0.7327171025995809,0.10256624382302622,0.010519834371964465,68,0.6379966806599633,0.7327171025995809,0.8000397099348965
Paddock 7,1.3576675849403121,0.5554103502352328,0.8415098963951146,0.7878081279147237,0.22055995535507503,0.04864669390623269,63,0.6432853761228308,0.7878081279147237,1.002710729264674
Paddock 8,0.661976170912079,0.4852001345442314,0.5519263504356259,0.5552541146681135,0.04243968866573347,0.0018011271740443863,61,0.5214097216310547,0.5552541146681135,0.5810254491017964
Paddock 9,0.940649496080627,0.5212298063097351,0.5974604943405729,0.5706733831489388,0.0738664732610481,0.0054562558720251345,54,0.5614741673133042,0.5706733831489388,0.6032097516852293
Paddock 10,0.6708170817081708,0.5073294570469248,0.5892479234506213,0.591318741953283,0.035914508280924864,0.0012898519050606205,59,0.5578054000832113,0.591318741953283,0.6083273083830574
Paddock 11,0.8340363986983248,0.4783634933123525,0.6051025973514501,0.5630233583076246,0.09855333380026245,0.009712759603145951,51,0.5290129188982952,0.5630233583076246,0.6916441488256079
Paddock 12,0.6048060480604808,0.45420504755485663,0.5511317307704604,0.5598711133419341,0.03200808610724687,0.00102451757624893,54,0.5387786582394348,0.5598711133419341,0.5715263492198014
Paddock 13,0.6034243405830636,0.4410906969962087,0.5222417724275458,0.5256257449344458,0.03382861642758487,0.001144375289404665,41,0.5006105006105007,0.5256257449344458,0.5390756302521007
Paddock 14,0.5881837307152874,0.4415384615384615,0.5000195483445835,0.5033226679793256,0.032275356562928424,0.001041698641264167,49,0.4784725391754145,0.5033226679793256,0.5199167190446259
Paddock 15,0.9143755984133498,0.41026634723788047,0.621568599918252,0.6120517928286852,0.12385889633432398,0.015341026201156814,39,0.5529121665918255,0.6120517928286852,0.677423074403229
Paddock 16,0.6582989090138754,0.34427823987121003,0.5138024067593456,0.5224486116119728,0.08177411390904803,0.006687005705609962,45,0.45214045214045206,0.5224486116119728,0.5645898044947926
Paddock 17,1.0350007510890793,0.6823516858728128,0.8251537178632374,0.8313237832514175,0.07624889189033898,0.005813893514504602,34,0.7787728427931744,0.8313237832514175,0.8694195577180817
Paddock 18,1.4770932069510263,0.691336933759506,0.9831096213071387,0.9522920606105036,0.16294604295328372,0.026551412914133384,68,0.8790586371223583,0.9522920606105036,1.0847062615526897
Paddock 19,1.0856988583770442,0.5212268393595971,0.8018450603638523,0.8714194780394654,0.15754322435047596,0.0248198675387444,43,0.6392854242754092,0.8714194780394654,0.904664357024392
Paddock 20,0.8780327868852458,0.553246513346264,0.6873062378995772,0.6789344904558169,0.10400623444535018,0.010817296803501146,28,0.5915502466567041,0.6789344904558169,0.7932548796435902
Paddock 21,0.9391395592864641,0.6171081363334282,0.7836492889907953,0.7842205323193919,0.0952750611158048,0.009077337270620342,21,0.7155429912524004,0.7842205323193919,0.8693620732618992
Paddock 22,0.8585949717310234,0.5387015688653897,0.7085870447627042,0.7101986876053734,0.08015657500465277,0.006425076516476526,52,0.6647916194297148,0.7101986876053734,0.7657831637699389
Paddock 23,0.6800336511497476,0.40198237885462557,0.5168274887012475,0.5037873108872886,0.06687865331751189,0.004472754269563943,76,0.4623274838779904,0.5037873108872886,0.5778543663536058
East 18 North third,0.8123471882640587,0.5316752275389746,0.6224387663540074,0.6083783243351332,0.05817387608719522,0.003384199859008344,115,0.5774080427698074,0.6083783243351332,0.6701265663460039
East 18 South third,0.775963597430407,0.4729626225490196,0.586745038643035,0.56790017947184,0.07166748159326894,0.005136227917921542,91,0.5392047806859086,0.56790017947184,0.6177533288115661
East 18 Middle third,0.7628717265867734,0.4823783450296906,0.6029513514269028,0.5896419786827004,0.06834750155867857,0.00467138096931357,159,0.5453823371684343,0.5896419786827004,0.6566599515151286
votm farm padded,34.12863070539386,0.143045247785492,0.6403862667712136,0.6114697120158887,0.3192082238231351,0.1018938901563207,52547,0.5151209677419354,0.6114697120158887,0.7293941484667447
