,max,min,mean,median,std,var,pixels,25_percent,50_percent,75_percent
Farm boundary,0.9988719684151156,0.1377741001241208,0.4786368032113584,0.4691514670896114,0.09320222411095877,0.008686654579229383,2284,0.4191191275191019,0.4691514670896114,0.5337998500749626
Paddock 1,0.6872909698996655,0.4935023771790808,0.5621385212520852,0.5621036926519956,0.0410639741252318,0.0016862499709577067,45,0.5331828442437924,0.5621036926519956,0.5876562915669061
Paddock 2,0.7253660466956866,0.4712861888941623,0.5969715515110351,0.590099343331998,0.05421508408420539,0.0029392753422574605,78,0.562432174113172,0.590099343331998,0.6284760127629931
Paddock 3,0.6751545117428924,0.45545545545545546,0.5903074654124605,0.5952662721893491,0.050379497418398714,0.002538093760130443,43,0.5634968493329913,0.5952662721893491,0.6326869311060791
Paddock 4,0.630986652708715,0.4779816513761468,0.550195975576603,0.5619775495581562,0.03211846557151222,0.0010315958306684157,69,0.5256811076373381,0.5619775495581562,0.5676581483033096
Paddock 5,0.6975516082573212,0.38109756097560976,0.4976863799385701,0.49430276722734673,0.0734691370730952,0.005397714102265252,63,0.4396182622077037,0.49430276722734673,0.540353518456563
Paddock 6,0.58683314415437,0.3859292395282635,0.4551241073920131,0.4436857899309797,0.0426542966296768,0.0018193890209724573,68,0.42480830376183754,0.4436857899309797,0.47830775602236386
Paddock 7,0.6076903091712132,0.40189125295508277,0.4666428819440626,0.44947145877378436,0.04497292488754301,0.002022563972940585,63,0.4316377460307681,0.44947145877378436,0.5053568098535979
Paddock 8,0.520586006567315,0.3637795275590551,0.4543726819835167,0.4550241333918385,0.03327209764764219,0.0011070324818742371,61,0.4421768707482993,0.4550241333918385,0.47520462205103514
Paddock 9,0.6033710824335001,0.4007308160779537,0.4716387180665677,0.47553294734305607,0.04440911393306975,0.0019721694003203703,54,0.4311121065312714,0.47553294734305607,0.5027817342202372
Paddock 10,0.66078697421981,0.41404358353510895,0.5130464129118526,0.483539974348012,0.06635832307373432,0.004403427041158101,59,0.4641702437936347,0.483539974348012,0.5652096047459074
Paddock 11,0.5510204081632653,0.37251908396946565,0.44518929886605735,0.43967935871743485,0.04104009223399607,0.001684289170574905,51,0.41148650227701533,0.43967935871743485,0.46693227091633466
Paddock 12,0.5977910722503451,0.39203860072376356,0.47688865510587325,0.4685459713239435,0.04661955058448755,0.0021733824966995935,54,0.4457868139616876,0.4685459713239435,0.5078966622712134
Paddock 13,0.639511201629328,0.3814916048418586,0.539642421816501,0.5570149253731344,0.0656623859333947,0.00431154892646607,41,0.49844375277901287,0.5570149253731344,0.5852626338063232
Paddock 14,0.5588795213489257,0.3818485989125889,0.46315633029213993,0.4506283662477558,0.044953384520162565,0.0020208067798175916,49,0.4316057774001699,0.4506283662477558,0.4931956827780385
Paddock 15,0.6948085998951232,0.4050235478806907,0.5646458679751031,0.5839447561501943,0.06252675419045234,0.003909594989593249,39,0.5301976476845796,0.5839447561501943,0.6090802357375424
Paddock 16,0.6117994100294986,0.28906595838866755,0.35714868990992604,0.3431899641577061,0.05813303706059338,0.003379449997888324,45,0.3174534430489389,0.3431899641577061,0.37300275482093664
Paddock 17,0.7299703264094956,0.43646408839779005,0.5643758902103213,0.5477914953579941,0.06766813580193479,0.004578976602909089,34,0.5127546082386942,0.5477914953579941,0.6047122494724183
Paddock 18,0.6283292978208233,0.3819521178637201,0.4985150302323834,0.505277799803415,0.05404713622256973,0.0029210929338610086,68,0.4579394773005615,0.505277799803415,0.5335186901451962
Paddock 19,0.662727010665898,0.4035376388317565,0.4733137001643255,0.4603174603174603,0.05929141734140052,0.0035154721703521304,43,0.42774005480829974,0.4603174603174603,0.4899953892308925
Paddock 20,0.6603148301574151,0.441418619379354,0.5425042594723825,0.538824407303234,0.0701050647750106,0.004914720107108433,28,0.4864552485445087,0.538824407303234,0.604570990035126
Paddock 21,0.6337115072933549,0.4224288204532249,0.5701914772116327,0.5969887076537014,0.0569896564167807,0.0032478209385027133,21,0.5370813397129187,0.5969887076537014,0.6117021276595744
Paddock 22,0.5649961841770542,0.35056967572305,0.4143241432695011,0.40512288643212746,0.05462902630199628,0.0029843305147042015,52,0.37462752883491385,0.40512288643212746,0.43265033682441134
Paddock 23,0.7593085106382979,0.3144815766923736,0.4721909305016966,0.4681779114740009,0.07859342746824995,0.006176926841207066,76,0.41885325558794945,0.4681779114740009,0.5095112062385165
East 18 North third,0.5748898678414097,0.31441647597254,0.4473952787917687,0.4530329289428076,0.04306840580667824,0.0018548875787287164,115,0.4264068763935903,0.4530329289428076,0.47079443632137363
East 18 South third,0.5185614849187935,0.3032258064516129,0.3871353252968223,0.37631184407796103,0.04548071567714194,0.0020684954985050246,91,0.3566602846725351,0.37631184407796103,0.4192268110890034
East 18 Middle third,0.5341469748117372,0.25319451017510647,0.3779618002626891,0.37777777777777777,0.05269663345216815,0.002776935177192167,159,0.33909807231070005,0.37777777777777777,0.4092429008620164
votm farm padded,0.9988719684151156,-0.9615384615384616,0.31296936806652803,0.23738872403560832,0.17416095975155568,0.030332039901582997,52547,0.18790849673202614,0.23738872403560832,0.42926653728394537
